entry_date,daily_mean_return,n_signals,equity_proxy,drawdown_proxy,strategy
2024-01-19,0.035278846602504,4,11.63376664029395,0.0,RandomForest_TOP_30
2024-01-22,0.0741302341058897,1,12.49618048487223,0.0,RandomForest_TOP_30
2024-01-23,0.1305282574909914,2,14.127285148855535,0.0,RandomForest_TOP_30
2024-01-24,0.07956859228023716,14,15.25137334089147,0.0,RandomForest_TOP_30
2024-01-25,0.030252492023988362,39,15.712765391241659,0.0,RandomForest_TOP_30
2024-01-26,-0.05693900011334566,3,14.818096240848776,-0.05693900011334563,RandomForest_TOP_30
2024-01-29,0.08726413003219478,12,16.11118451803978,0.0,RandomForest_TOP_30
2024-01-30,0.0746958229263162,5,17.314622703932486,0.0,RandomForest_TOP_30
2024-01-31,0.03026675486122785,2,17.838680144827062,0.0,RandomForest_TOP_30
2024-02-01,0.07169067320118765,39,19.117547133430374,0.0,RandomForest_TOP_30
2024-02-02,-0.0151037855076726,1,18.82879980209422,-0.015103785507672662,RandomForest_TOP_30
2024-02-05,0.1172265770591964,2,21.0360355530266,0.0,RandomForest_TOP_30
2024-02-06,0.07524462820079811,18,22.618884227032858,0.0,RandomForest_TOP_30
2024-02-07,-0.0009163741041125946,9,22.598156867263285,-0.000916374104112605,RandomForest_TOP_30
2024-02-08,-0.03512335217976762,4,21.804433845000762,-0.036007540153493056,RandomForest_TOP_30
2024-02-09,0.010067842625132335,6,22.02395745348234,-0.02630221577594416,RandomForest_TOP_30
2024-02-12,0.0419724530917331,8,22.948356974592954,0.0,RandomForest_TOP_30
2024-02-14,0.002477995546998398,8,23.005222900986926,0.0,RandomForest_TOP_30
2024-02-15,0.26613054017159155,3,29.127615298394442,0.0,RandomForest_TOP_30
2024-02-16,0.0945360863740838,1,31.881226054114546,0.0,RandomForest_TOP_30
2024-02-20,-0.03527482242260045,2,30.75662146644087,-0.035274822422600494,RandomForest_TOP_30
2024-02-21,0.0349740468906424,2,31.83230498780591,-0.001534478825425345,RandomForest_TOP_30
2024-02-22,0.25425708440131756,2,39.92589404377895,0.0,RandomForest_TOP_30
2024-02-27,0.5541504894577759,1,62.050847770178365,0.0,RandomForest_TOP_30
2024-03-06,-0.1303470597473979,1,53.962702208502236,-0.1303470597473979,RandomForest_TOP_30
2024-03-27,-0.027983841450527742,5,52.45261850565746,-0.15468328974441203,RandomForest_TOP_30
2024-03-28,0.0810154268018446,2,56.702089780767636,-0.08619959568032431,RandomForest_TOP_30
2024-04-29,0.10987002070273955,2,62.931949558869164,0.0,RandomForest_TOP_30
2024-04-30,0.0333656056357589,1,65.03171216973986,0.0,RandomForest_TOP_30
2024-05-02,0.1679597515553296,1,75.95442238898708,0.0,RandomForest_TOP_30
2024-05-03,0.1499683883194162,1,87.34518470039566,0.0,RandomForest_TOP_30
2024-05-06,0.08456953522984624,5,94.73192637507321,0.0,RandomForest_TOP_30
2024-05-08,0.04044691340967895,9,98.56354039829789,0.0,RandomForest_TOP_30
2024-05-09,0.1513637496316958,2,113.48248744995938,0.0,RandomForest_TOP_30
2024-05-14,-0.06531618048074977,6,106.07024481827341,-0.06531618048074983,RandomForest_TOP_30
2024-05-15,0.00014167467783707428,4,106.08527228603614,-0.06518375945173982,RandomForest_TOP_30
2024-05-16,0.119105668723407,1,118.7206295833692,0.0,RandomForest_TOP_30
2024-05-17,-0.056731330844982275,8,111.98545026835049,-0.056731330844982275,RandomForest_TOP_30
2024-06-07,-0.0025970679708647,1,111.6946164422557,-0.05918106369356502,RandomForest_TOP_30
2024-06-13,-0.0216309354373721,1,109.27855740529122,-0.07953185736306656,RandomForest_TOP_30
2024-06-14,-0.0738352950661104,1,101.20994287487267,-0.14749489427361906,RandomForest_TOP_30
2024-06-17,0.00937159387816067,7,102.15844135592782,-0.13950556264369296,RandomForest_TOP_30
2024-06-18,0.004898028908884032,3,102.65881635497568,-0.13529083601358793,RandomForest_TOP_30
2024-06-21,-0.0299177193741817,3,99.58749869598186,-0.1611609621220167,RandomForest_TOP_30
2024-06-24,0.02001193597016892,5,101.58043734331514,-0.1443741690067244,RandomForest_TOP_30
2024-06-25,0.007073295249119253,2,102.29894576817907,-0.13832207488133585,RandomForest_TOP_30
2024-06-26,-0.1190464455675656,1,90.1206198891682,-0.24090176909074779,RandomForest_TOP_30
2024-06-27,0.229605666295235,1,110.81282486576028,-0.06660851399929468,RandomForest_TOP_30
2024-07-01,0.0356428253844416,1,114.76250703280728,-0.03333980424844707,RandomForest_TOP_30
2024-07-02,0.2560978851470897,1,144.15294237808723,0.0,RandomForest_TOP_30
2024-07-09,-0.05040544391215662,4,136.8868493262762,-0.05040544391215662,RandomForest_TOP_30
2024-07-10,-0.06560738632485243,4,127.90606091973534,-0.11270586080538858,RandomForest_TOP_30
2024-07-15,-0.061376039683121046,7,120.05569344901397,-0.16716446110319771,RandomForest_TOP_30
2024-07-16,-0.030441149722405098,9,116.40106010970537,-0.19251693243689516,RandomForest_TOP_30
2024-08-09,0.06409110978151825,2,123.8613332318816,-0.14076444650699105,RandomForest_TOP_30
2024-08-13,0.17240500245509663,2,145.2156466918157,0.0,RandomForest_TOP_30
2024-08-14,0.1332696230814648,3,164.56848119196513,0.0,RandomForest_TOP_30
2024-08-15,0.3180459844153219,1,216.90882579639805,0.0,RandomForest_TOP_30
2024-08-16,0.1036537578263838,1,239.39224069590318,0.0,RandomForest_TOP_30
2024-08-21,0.0895057691735398,1,260.8192273335672,0.0,RandomForest_TOP_30
2024-10-14,0.4809259485315394,1,386.2539616342262,0.0,RandomForest_TOP_30
2024-10-15,0.0720165024122859,1,414.0706209940124,0.0,RandomForest_TOP_30
2024-10-16,0.1581424234210818,1,479.5527524654778,0.0,RandomForest_TOP_30
2024-10-17,0.353266032080287,1,648.9624505021371,0.0,RandomForest_TOP_30
2024-10-21,0.2784260048462675,1,829.6504728906907,0.0,RandomForest_TOP_30
